year,age,age_gp,edu,parity,add_exp,intention,race,marital,birth_5yr,birth_5yr_binary,race_only,hisp_only,marital_formal,weight,SECU,SEST,wants_more_kids
2015-2017,23,20-24,<HS,1,5,6,Hispanic,Cohabitating,1,1,White,Hispanic,Never Married,3437.28501255662,1,312,1
2015-2017,20,20-24,HS,0,0,0,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,10933.3559510014,4,316,0
2015-2017,38,35-39,Some College,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,11247.7519702271,4,316,1
2015-2017,42,40-44,Some College,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,56857.0363274883,1,329,0
2015-2017,16,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,15592.7187813772,4,337,0
2015-2017,17,15-19,HS,0,0,0,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4441.96721014002,1,330,0
2015-2017,23,20-24,Some College,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,22686.7130378052,4,329,1
2015-2017,18,15-19,<HS,0,3,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3882.01749462256,1,368,1
2015-2017,26,25-29,<HS,3,1,4,Other or Multiple,Never Married,1,1,Other,Non-Hispanic,Never Married,3158.92626382573,2,347,1
2015-2017,37,35-39,Some College,1,1,2,Hispanic,Married,0,0,Black,Hispanic,Married,7991.76203951756,4,367,1
2015-2017,36,35-39,Post-Grad,0,0,0,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,7302.21263957794,1,351,0
2015-2017,29,25-29,Some College,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10948.0349619158,2,347,0
2015-2017,39,35-39,Bachelor,2,0,2,Hispanic,Married,1,1,White,Hispanic,Married,8384.41971961799,2,305,0
2015-2017,28,25-29,HS,3,0,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3211.09842158928,4,329,0
2015-2017,30,30-34,Bachelor,1,1,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,26916.8528201273,3,366,1
2015-2017,25,25-29,Some College,0,1,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6145.95923305321,1,316,1
2015-2017,26,25-29,HS,2,0,2,Non-Hispanic White,Never Married,2,1,White,Non-Hispanic,Never Married,14943.2565584072,1,329,0
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3628.28015257664,2,364,1
2015-2017,27,25-29,HS,2,1,3,Hispanic,Cohabitating,0,0,Black,Hispanic,Never Married,7362.21527221313,1,311,1
2015-2017,37,35-39,HS,2,0,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,12545.0774633898,1,311,0
2015-2017,40,40-44,HS,2,1,3,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,6356.51846578046,4,331,1
2015-2017,28,25-29,Some College,0,3,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6662.20189152803,2,316,1
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,37614.7507816507,3,331,1
2015-2017,34,30-34,Bachelor,2,1,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,4889.34211708058,3,365,1
2015-2017,32,30-34,Bachelor,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,5572.51501386898,3,309,0
2015-2017,22,20-24,Some College,0,3,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,10400.1210054876,3,365,1
2015-2017,18,15-19,HS,0,5,5,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,20394.3367389697,2,330,1
2015-2017,22,20-24,Some College,2,1,3,Non-Hispanic White,Cohabitating,2,1,White,Non-Hispanic,Formerly Married,6973.1443407883,4,309,1
2015-2017,21,20-24,Some College,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,17053.1681932799,4,366,1
2015-2017,29,25-29,Some College,0,3,3,Other or Multiple,Cohabitating,0,0,Other,Non-Hispanic,Never Married,106774.4,2,305,1
2015-2017,33,30-34,Post-Grad,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1924.916,4,347,1
2015-2017,31,30-34,<HS,3,0,3,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3381.12227138374,3,365,0
2015-2017,26,25-29,HS,1,3,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10283.1397305399,1,311,1
2015-2017,34,30-34,Bachelor,2,1,3,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,5340.01713291602,2,368,1
2015-2017,24,20-24,Bachelor,0,5,5,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6309.45174460337,4,309,1
2015-2017,26,25-29,Some College,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,9055.85035108873,4,367,0
2015-2017,33,30-34,Post-Grad,1,1,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,40777.8861669277,1,347,1
2015-2017,19,15-19,HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,8678.15487813628,4,309,1
2015-2017,22,20-24,HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4752.70471445781,4,329,1
2015-2017,32,30-34,HS,3,0,3,Non-Hispanic Black,Married,2,1,Black,Non-Hispanic,Married,3299.05144010232,1,311,0
2015-2017,18,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4078.04105505598,1,330,1
2015-2017,19,15-19,HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4783.77093360773,4,309,1
2015-2017,22,20-24,Some College,0,3,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,8880.16385498578,4,309,1
2015-2017,27,25-29,Post-Grad,0,1,1,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,7548.06967833772,4,367,1
2015-2017,44,40-44,Post-Grad,1,0,1,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,16701.5974784421,4,343,0
2015-2017,29,25-29,Post-Grad,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,32975.1282473528,1,364,1
2015-2017,37,35-39,<HS,4,0,4,Hispanic,Cohabitating,1,1,White,Hispanic,Never Married,5959.34075952941,3,368,0
2015-2017,22,20-24,HS,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2621.37630574206,4,351,1
2015-2017,23,20-24,Some College,0,5,5,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3252.83995449583,4,367,1
2015-2017,29,25-29,<HS,2,1,3,Hispanic,Cohabitating,2,1,White,Hispanic,Never Married,15360.4752742367,3,309,1
2015-2017,20,20-24,HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,12167.4044550411,2,305,0
2015-2017,15,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4388.09131087466,2,316,1
2015-2017,20,20-24,Some College,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5478.76586583994,3,368,1
2015-2017,16,15-19,<HS,1,1,2,Hispanic,Never Married,1,1,White,Hispanic,Never Married,10048.7612084071,2,365,1
2015-2017,26,25-29,Some College,2,1,3,Hispanic,Married,0,0,White,Hispanic,Married,5315.00018265689,2,311,1
2015-2017,39,35-39,Post-Grad,2,0,2,Other or Multiple,Married,2,1,White,Non-Hispanic,Married,49838.0457924588,2,343,0
2015-2017,21,20-24,HS,0,3,3,Hispanic,Married,0,0,White,Hispanic,Married,8416.65350638777,4,312,1
2015-2017,32,30-34,Post-Grad,3,0,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7575.95161267609,1,331,0
2015-2017,34,30-34,Some College,2,1,3,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,4618.49714393927,1,309,1
2015-2017,17,15-19,HS,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,6073.72160777006,1,309,1
2015-2017,41,40-44,HS,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,10004.7606472381,1,316,0
2015-2017,15,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3224.94920154776,4,367,1
2015-2017,18,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,5568.75369949141,1,330,1
2015-2017,42,40-44,<HS,4,0,4,Hispanic,Married,0,0,White,Hispanic,Married,16284.3142382907,4,316,0
2015-2017,31,30-34,HS,1,0,1,Other or Multiple,Married,0,0,White,Non-Hispanic,Married,8783.56077742556,3,329,0
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5436.76162343885,1,368,1
2015-2017,28,25-29,Bachelor,0,3,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,24004.3579404927,3,347,1
2015-2017,27,25-29,Post-Grad,0,4,4,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5773.94762176011,3,365,1
2015-2017,33,30-34,Post-Grad,2,1,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,15919.488640505,3,329,1
2015-2017,18,15-19,<HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,13249.8183116969,1,311,1
2015-2017,32,30-34,Some College,1,1,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,2588.0409814328,4,365,1
2015-2017,39,35-39,HS,1,0,1,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,3017.95968721107,4,330,0
2015-2017,33,30-34,HS,2,0,2,Hispanic,Married,0,0,White,Hispanic,Married,10203.4856175255,2,337,0
2015-2017,20,20-24,Some College,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,17343.3932475421,4,331,1
2015-2017,43,40-44,Some College,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,40840.8388714606,2,305,1
2015-2017,37,35-39,Bachelor,8,1,9,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,10798.5568861472,4,309,1
2015-2017,37,35-39,Bachelor,4,0,4,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6118.65250638214,1,367,0
2015-2017,38,35-39,HS,4,0,4,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Formerly Married,23758.8423756411,4,365,0
2015-2017,29,25-29,Bachelor,1,1,2,Non-Hispanic Black,Married,1,1,Black,Non-Hispanic,Married,6739.8211222459,3,322,1
2015-2017,40,40-44,Bachelor,2,0,2,Non-Hispanic Black,Married,1,1,Black,Non-Hispanic,Married,4160.38726424558,2,367,0
2015-2017,20,20-24,Some College,0,1,1,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,106774.4,4,364,1
2015-2017,42,40-44,Post-Grad,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,7059.46820861272,2,337,1
2015-2017,36,35-39,Some College,2,0,2,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,4052.44109430751,4,311,0
2015-2017,15,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,3214.27779703407,1,312,1
2015-2017,27,25-29,Some College,1,1,2,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,10513.9321278642,3,305,1
2015-2017,27,25-29,HS,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3765.90366312439,4,311,1
2015-2017,28,25-29,Some College,3,0,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,11947.5350310135,1,316,0
2015-2017,36,35-39,Some College,2,0,2,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,55625.2412871449,3,329,0
2015-2017,40,40-44,Some College,4,0,4,Other or Multiple,Cohabitating,0,0,Other,Non-Hispanic,Formerly Married,4758.60618887354,2,312,0
2015-2017,16,15-19,<HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,65257.2029777082,2,311,1
2015-2017,32,30-34,<HS,3,1,4,Hispanic,Married,0,0,White,Hispanic,Married,3672.68812960951,3,305,1
2015-2017,36,35-39,Some College,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3290.43811237351,4,330,0
2015-2017,33,30-34,<HS,3,0,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,27653.6438724909,3,368,0
2015-2017,26,25-29,Some College,0,3,3,Hispanic,Married,0,0,Other,Hispanic,Married,14836.4958949762,4,309,1
2015-2017,27,25-29,Some College,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,7014.81017503374,1,329,0
2015-2017,36,35-39,HS,1,0,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,7718.70945981776,3,311,0
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,14533.769342183,2,337,1
2015-2017,24,20-24,HS,1,1,2,Other or Multiple,Married,1,1,Other,Non-Hispanic,Married,3268.07476670598,2,305,1
2015-2017,21,20-24,Some College,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10760.3154682404,1,331,1
2015-2017,42,40-44,Bachelor,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,104856.788561944,2,367,0
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,7632.25639341636,3,347,1
2015-2017,22,20-24,HS,0,3,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1924.916,4,347,1
2015-2017,35,35-39,HS,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,5686.3248506726,1,316,0
2015-2017,39,35-39,Bachelor,2,0,2,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,6134.54997887348,1,312,0
2015-2017,33,30-34,HS,1,0,1,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,19927.0052813624,4,337,0
2015-2017,18,15-19,HS,0,1.5,1.5,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4293.17583344454,4,330,1
2015-2017,25,25-29,Some College,0,3,3,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,12020.0606896852,2,337,1
2015-2017,30,30-34,Some College,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,49618.0102412989,3,366,0
2015-2017,30,30-34,Post-Grad,1,1,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,12510.4698332599,4,322,1
2015-2017,18,15-19,Some College,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,62447.9579940979,2,367,1
2015-2017,30,30-34,Some College,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,15037.1640420563,1,322,0
2015-2017,36,35-39,HS,0,0,0,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,7790.3294338367195,1,331,0
2015-2017,18,15-19,HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,12865.2439082514,2,337,1
2015-2017,20,20-24,Some College,0,1,1,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,14547.1583126374,3,364,1
2015-2017,20,20-24,<HS,2,2,4,Non-Hispanic Black,Never Married,2,1,Black,Non-Hispanic,Never Married,6201.35671071613,4,311,1
2015-2017,37,35-39,Post-Grad,1,1,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,7258.26591220044,1,364,1
2015-2017,35,35-39,<HS,1,2,3,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,21015.7560845006,4,365,1
2015-2017,41,40-44,Bachelor,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,15579.3959610242,2,330,0
2015-2017,15,15-19,<HS,0,1,1,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,5081.9839041291,3,322,1
2015-2017,34,30-34,Post-Grad,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5403.75889299657,4,337,0
2015-2017,15,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3642.63703539631,4,316,0
2015-2017,42,40-44,<HS,2,0.5,2.5,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4596.22405064788,3,351,1
2015-2017,15,15-19,<HS,0,14,14,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,7673.85886081049,1,351,1
2015-2017,22,20-24,Some College,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,8216.18965850214,4,364,1
2015-2017,29,25-29,Post-Grad,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4344.63658448187,3,367,1
2015-2017,18,15-19,HS,1,1,2,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Never Married,6277.07511226483,2,368,1
2015-2017,36,35-39,Bachelor,3,0,3,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,21588.6341938897,2,366,0
2015-2017,23,20-24,HS,2,0,2,Other or Multiple,Married,2,1,Other,Non-Hispanic,Married,9057.42259242491,1,329,0
2015-2017,30,30-34,HS,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2879.88746310728,1,351,0
2015-2017,34,30-34,HS,2,0,2,Hispanic,Married,0,0,White,Hispanic,Married,18513.5433853446,3,312,0
2015-2017,28,25-29,Some College,4,1,5,Other or Multiple,Married,2,1,Other,Non-Hispanic,Married,11741.6507706067,4,309,1
2015-2017,31,30-34,Some College,2,0,2,Hispanic,Married,1,1,White,Hispanic,Married,6867.35792692759,4,331,0
2015-2017,39,35-39,Post-Grad,4,0,4,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,8884.91128887819,4,311,0
2015-2017,37,35-39,Bachelor,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,5429.66932639046,2,305,0
2015-2017,38,35-39,Some College,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,18574.4176888101,4,337,0
2015-2017,23,20-24,Bachelor,0,0,0,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,13439.7860743035,1,311,0
2015-2017,18,15-19,HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,17163.8680128677,3,366,1
2015-2017,19,15-19,<HS,1,0,1,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3426.6928203685,2,311,0
2015-2017,35,35-39,HS,6,0,6,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,3865.66456868058,2,366,0
2015-2017,26,25-29,Some College,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5676.30377883007,2,309,0
2015-2017,33,30-34,HS,4,0,4,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,9375.66987435868,1,311,0
2015-2017,18,15-19,HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1924.916,2,347,1
2015-2017,26,25-29,Some College,2,1,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,7143.478754592,4,337,1
2015-2017,29,25-29,Bachelor,0,0,0,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,8096.50315874144,1,367,0
2015-2017,32,30-34,Some College,2,1,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4589.28402750692,3,330,1
2015-2017,20,20-24,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10801.3823913853,2,316,1
2015-2017,28,25-29,HS,2,2,4,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,6648.08098289068,4,311,1
2015-2017,32,30-34,Post-Grad,0,0,0,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,16251.2491834522,4,311,0
2015-2017,38,35-39,Post-Grad,4,0,4,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,5774.42093235926,1,364,0
2015-2017,35,35-39,Bachelor,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,9065.10305688475,1,365,0
2015-2017,37,35-39,Bachelor,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,48143.999418447,1,311,0
2015-2017,26,25-29,HS,1,1,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3637.41461179873,2,366,1
2015-2017,40,40-44,<HS,3,0,3,Hispanic,Married,0,0,White,Hispanic,Married,3409.61845746445,4,331,0
2015-2017,17,15-19,<HS,0,5,5,Other or Multiple,Cohabitating,0,0,White,Non-Hispanic,Never Married,4332.53255679119,2,330,1
2015-2017,40,40-44,Bachelor,2,0,2,Hispanic,Married,0,0,White,Hispanic,Married,4582.64031673162,1,367,0
2015-2017,30,30-34,HS,4,1,5,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Never Married,3349.08121439498,2,322,1
2015-2017,18,15-19,HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5399.15606784374,1,347,1
2015-2017,15,15-19,<HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,11993.9666483778,2,347,1
2015-2017,41,40-44,Bachelor,2,0,2,Hispanic,Married,1,1,White,Hispanic,Married,26840.0251457785,1,367,0
2015-2017,30,30-34,Bachelor,2,2,4,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,15682.562205359,1,331,1
2015-2017,18,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3858.41071811788,2,322,0
2015-2017,38,35-39,HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,1924.916,4,347,0
2015-2017,22,20-24,Some College,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,11639.8543432165,4,329,1
2015-2017,18,15-19,<HS,0,6,6,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,14259.860044437,1,311,1
2015-2017,27,25-29,Some College,1,1,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,9552.59747021888,2,366,1
2015-2017,34,30-34,HS,4,1,5,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,23971.2403425046,3,331,1
2015-2017,35,35-39,Some College,2,1,3,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Formerly Married,19609.7145691052,3,330,1
2015-2017,44,40-44,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,15120.524314865,3,364,0
2015-2017,30,30-34,Post-Grad,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,11793.8354886601,3,351,0
2015-2017,34,30-34,Bachelor,3,2,5,Hispanic,Married,2,1,Black,Hispanic,Married,3163.24059905864,4,367,1
2015-2017,33,30-34,HS,4,1,5,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,7529.16579326303,2,311,1
2015-2017,32,30-34,HS,1,1,2,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,4798.92619273508,1,366,1
2015-2017,44,40-44,Some College,1,0,1,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,5877.44557858065,4,329,0
